Product Name,Category,Purchase Date,Quantity,Price,CustomerID,zipcode,discountApplied,Cluster
Smartphone,Electronics,2023-02-10,2,882.5,8751,88943,False,2
Lamp,Home & Living,2023-07-21,3,572.77,8961,46832,True,2
Cycling Helmet,Sports & Outdoors,2023-09-20,4,597.79,8961,46832,True,1
Sunglasses,Fashion,2023-04-08,4,913.83,8961,46832,True,2
Cookware,Home & Living,2022-12-28,1,360.08,8961,46832,False,0
Shoes,Fashion,2023-06-26,5,85.1,8961,46832,False,1
History,Books,2023-09-06,4,454.34,1616,22947,False,1
Sunglasses,Fashion,2023-03-18,1,868.6,1616,22947,False,2
Sunglasses,Fashion,2023-10-01,5,713.99,1616,22947,True,1
Handbag,Fashion,2022-11-04,1,817.28,1616,22947,True,2
Biography,Books,2023-05-08,4,725.48,5381,3757,False,1
Cookware,Home & Living,2023-02-27,4,376.48,4786,78484,False,1
Lamp,Home & Living,2023-10-12,4,341.95,7378,91735,True,1
Basketball,Sports & Outdoors,2023-08-08,3,859.86,7378,91735,True,2
Biography,Books,2023-01-21,1,732.73,7378,91735,True,2
Romance Novel,Books,2023-06-30,2,828.53,7378,91735,True,2
Perfume,Beauty & Health,2023-10-20,3,437.11,7378,91735,True,0
Shampoo,Beauty & Health,2023-06-17,3,228.76,9259,14666,True,0
Sofa,Home & Living,2023-02-09,4,757.85,9259,14666,False,1
Bed,Home & Living,2022-12-05,5,351.28,9259,14666,False,1
Basketball,Sports & Outdoors,2023-01-18,2,221.92,1799,74775,False,0
Dining Table,Home & Living,2022-11-30,2,518.11,1799,74775,True,0
Biography,Books,2022-12-02,3,625.73,1799,74775,True,2
Laptop,Electronics,2023-02-15,1,208.66,1799,74775,False,0
Body Lotion,Beauty & Health,2023-08-20,5,901.09,7993,51150,True,1
Bed,Home & Living,2023-03-30,2,538.15,7112,83344,False,0
Biography,Books,2023-10-29,5,433.61,7112,83344,False,1
Handbag,Fashion,2023-03-18,3,168.63,7112,83344,False,0
Body Lotion,Beauty & Health,2022-11-05,2,213.26,9209,22105,True,0
Sofa,Home & Living,2022-11-18,5,405.37,9209,22105,False,1
Bed,Home & Living,2023-05-08,4,590.15,9209,22105,True,1
Smartphone,Electronics,2023-03-28,2,402.66,9209,22105,False,0
Handbag,Fashion,2023-05-09,3,957.37,9209,22105,False,2
Shampoo,Beauty & Health,2023-01-14,5,351.11,9962,71414,True,1
Shampoo,Beauty & Health,2022-12-22,2,870.12,9962,71414,False,2
Dress,Fashion,2023-05-20,4,686.68,9962,71414,False,1
Romance Novel,Books,2022-11-03,5,973.16,9962,71414,False,1
Science Fiction,Books,2023-09-12,1,238.13,9962,71414,True,0
Smartwatch,Electronics,2022-12-29,4,163.75,7469,86817,True,1
History,Books,2023-06-27,1,676.97,3450,6125,False,2
Body Lotion,Beauty & Health,2022-11-08,4,499.65,3450,6125,False,1
Bed,Home & Living,2023-02-13,4,90.44,3450,6125,True,1
Bed,Home & Living,2023-09-04,3,379.07,3937,53089,True,0
Biography,Books,2023-03-28,5,264.71,1852,27304,False,1
Science Fiction,Books,2023-03-19,5,625.47,1852,27304,False,1
Science Fiction,Books,2023-08-09,3,974.55,1852,27304,True,2
Sunglasses,Fashion,2023-01-20,2,629.3,1852,27304,False,2
Nail Polish,Beauty & Health,2023-01-19,4,504.1,1852,27304,True,1
Handbag,Fashion,2023-05-08,2,978.64,1435,51456,False,2
Science Fiction,Books,2023-03-03,5,340.82,1435,51456,True,1
Yoga Mat,Sports & Outdoors,2023-02-21,2,804.93,1435,51456,True,2
Smartwatch,Electronics,2022-11-30,3,194.91,1435,51456,True,0
Cycling Helmet,Sports & Outdoors,2023-10-16,5,548.66,1435,51456,False,1
Biography,Books,2023-04-20,2,842.46,5586,55043,True,2
Romance Novel,Books,2022-11-23,4,334.38,5586,55043,True,1
Basketball,Sports & Outdoors,2023-05-19,4,944.72,5586,55043,True,2
Shoes,Fashion,2023-10-27,5,323.47,5586,55043,False,1
Perfume,Beauty & Health,2022-11-06,2,443.38,1204,72381,True,0
Camping Tent,Sports & Outdoors,2023-04-05,1,215.57,1204,72381,False,0
Cycling Helmet,Sports & Outdoors,2023-04-01,4,631.1,5664,10911,False,1
Shoes,Fashion,2022-12-22,4,172.08,5664,10911,False,1
Cycling Helmet,Sports & Outdoors,2023-01-16,2,696.07,5664,10911,True,2
Shampoo,Beauty & Health,2022-11-02,1,116.87,8789,73699,True,0
History,Books,2023-02-28,1,918.1,8789,73699,False,2
Mystery Novel,Books,2022-12-12,2,582.03,8789,73699,False,2
Sunglasses,Fashion,2022-12-21,3,723.73,8789,73699,False,2
Tennis Racket,Sports & Outdoors,2023-02-09,2,367.22,8789,73699,True,0
Yoga Mat,Sports & Outdoors,2023-09-30,1,445.38,6620,81764,True,0
Shampoo,Beauty & Health,2023-09-07,5,101.7,6620,81764,False,1
Camera,Electronics,2022-12-24,1,957.72,6620,81764,False,2
Camping Tent,Sports & Outdoors,2023-08-30,3,692.53,6620,81764,False,2
Bed,Home & Living,2023-03-03,3,360.19,6620,81764,False,0
Shirt,Fashion,2023-09-09,3,216.64,7780,13846,True,0
Shirt,Fashion,2023-04-30,1,234.77,1334,57410,True,0
Handbag,Fashion,2022-11-01,3,133.2,1334,57410,True,0
Smartphone,Electronics,2022-11-25,3,643.94,1334,57410,True,2
Lipstick,Beauty & Health,2023-04-27,1,738.85,3056,72862,False,2
Dress,Fashion,2022-12-22,2,548.49,3056,72862,False,2
Dining Table,Home & Living,2023-01-22,4,104.13,3056,72862,False,1
Mystery Novel,Books,2023-06-02,1,986.94,3056,72862,True,2
Dress,Fashion,2023-02-10,5,718.78,3056,72862,True,1
Mystery Novel,Books,2023-09-21,5,768.65,6771,41873,False,1
Cycling Helmet,Sports & Outdoors,2023-06-02,1,753.01,2082,7691,False,2
Basketball,Sports & Outdoors,2023-08-12,1,994.93,2082,7691,False,2
Sofa,Home & Living,2023-08-21,4,98.25,2082,7691,False,1
Lamp,Home & Living,2023-06-19,4,271.34,2082,7691,False,1
Headphones,Electronics,2023-05-14,4,258.15,2334,12497,True,1
Basketball,Sports & Outdoors,2023-03-09,4,100.55,2334,12497,True,1
Camera,Electronics,2023-01-02,2,803.41,2334,12497,False,2
Shampoo,Beauty & Health,2023-06-18,4,499.04,2334,12497,False,1
Yoga Mat,Sports & Outdoors,2022-12-10,3,535.52,2334,12497,False,2
Romance Novel,Books,2023-10-10,1,188.38,7990,26435,False,0
Science Fiction,Books,2023-02-08,5,127.18,2401,77490,True,1
Bed,Home & Living,2023-06-05,4,344.46,2401,77490,True,1
Handbag,Fashion,2023-03-20,3,323.57,2401,77490,True,0
Yoga Mat,Sports & Outdoors,2023-08-07,1,976.65,2401,77490,True,2
Basketball,Sports & Outdoors,2023-04-27,1,621.19,2548,3417,True,2
Smartwatch,Electronics,2023-01-11,4,46.48,8114,16987,False,1
Lamp,Home & Living,2023-02-20,5,750.01,8114,16987,False,1
Cookware,Home & Living,2023-10-15,2,122.06,8114,16987,True,0
Perfume,Beauty & Health,2023-10-13,4,785.96,8114,16987,False,2
Shirt,Fashion,2022-12-28,3,484.17,6216,1516,True,0
Shirt,Fashion,2022-11-06,3,740.56,4084,99461,False,2
Lipstick,Beauty & Health,2023-06-08,1,450.28,4084,99461,True,0
Dining Table,Home & Living,2022-12-01,4,174.67,4084,99461,True,1
Shoes,Fashion,2023-01-27,4,387.24,6283,81781,True,1
Headphones,Electronics,2022-12-02,5,487.24,6283,81781,True,1
Smartphone,Electronics,2023-09-04,4,980.12,3304,25449,False,2
Dining Table,Home & Living,2023-02-10,3,828.7,3304,25449,True,2
Basketball,Sports & Outdoors,2023-05-27,4,625.93,9239,10320,True,1
Sofa,Home & Living,2023-07-29,2,207.65,9239,10320,False,0
Tennis Racket,Sports & Outdoors,2023-03-20,4,352.45,9239,10320,True,1
Shampoo,Beauty & Health,2022-12-03,1,151.76,9239,10320,False,0
Shoes,Fashion,2022-10-31,4,253.05,7522,92814,False,1
Shampoo,Beauty & Health,2023-02-10,2,609.32,7522,92814,True,2
Cookware,Home & Living,2023-08-11,2,964.32,7522,92814,False,2
History,Books,2022-11-06,1,10.39,4403,12127,True,0
Lamp,Home & Living,2023-05-13,1,795.75,7985,51368,True,2
Bed,Home & Living,2023-07-12,5,147.75,7985,51368,False,1
Camping Tent,Sports & Outdoors,2023-03-22,5,617.7,7985,51368,True,1
Shirt,Fashion,2022-12-03,3,449.07,7036,25742,True,0
Handbag,Fashion,2023-06-26,2,773.97,7036,25742,False,2
Dining Table,Home & Living,2022-10-30,3,224.9,7036,25742,False,0
Shampoo,Beauty & Health,2023-05-15,2,208.66,7036,25742,False,0
Lipstick,Beauty & Health,2023-07-07,5,68.64,5879,74256,False,1
Shampoo,Beauty & Health,2023-09-17,5,601.0,5220,53173,True,1
Perfume,Beauty & Health,2023-04-30,3,164.68,5220,53173,False,0
Sunglasses,Fashion,2023-08-28,4,246.52,4017,56138,False,1
Laptop,Electronics,2023-07-25,3,767.25,4017,56138,True,2
Shirt,Fashion,2023-09-08,5,389.76,4228,98111,False,1
Sunglasses,Fashion,2023-10-05,2,949.87,4228,98111,False,2
Bed,Home & Living,2023-08-06,4,977.85,4228,98111,True,2
Sofa,Home & Living,2023-06-10,5,168.67,4228,98111,False,1
Camping Tent,Sports & Outdoors,2023-06-02,3,693.07,4228,98111,True,2
Body Lotion,Beauty & Health,2023-03-19,2,898.75,2146,49818,True,2
Dining Table,Home & Living,2023-04-04,4,143.95,4870,8849,False,1
Shoes,Fashion,2023-09-10,2,485.47,9958,57247,False,0
Body Lotion,Beauty & Health,2023-05-20,1,174.24,9958,57247,True,0
Sunglasses,Fashion,2023-09-28,3,200.96,9958,57247,True,0
Camping Tent,Sports & Outdoors,2022-12-13,4,103.49,7294,47715,True,1
Romance Novel,Books,2023-08-04,2,991.16,7294,47715,True,2
Smartwatch,Electronics,2023-02-24,3,142.53,7294,47715,True,0
Dining Table,Home & Living,2023-06-13,2,751.22,8003,63621,True,2
Handbag,Fashion,2023-09-03,3,288.21,8003,63621,False,0
Headphones,Electronics,2023-08-20,1,543.59,8003,63621,False,0
Smartphone,Electronics,2023-04-15,5,747.59,8003,63621,False,1
Lipstick,Beauty & Health,2023-08-01,3,520.93,8003,63621,False,2
Headphones,Electronics,2022-12-18,2,388.52,6211,73897,True,0
Lamp,Home & Living,2023-04-30,4,170.86,6211,73897,True,1
Shirt,Fashion,2023-08-10,3,104.31,6211,73897,False,0
Lamp,Home & Living,2023-07-13,1,410.47,6211,73897,False,0
Shampoo,Beauty & Health,2022-12-19,3,343.72,6211,73897,False,0
Cookware,Home & Living,2023-08-04,5,976.11,3225,37209,False,1
Headphones,Electronics,2023-10-14,4,240.71,3225,37209,True,1
Smartphone,Electronics,2023-07-21,4,873.35,3225,37209,True,2
Cycling Helmet,Sports & Outdoors,2022-12-25,5,962.8,3225,37209,True,1
Dining Table,Home & Living,2022-11-04,3,324.99,9121,49088,True,0
Smartwatch,Electronics,2023-07-03,5,876.94,1819,49598,True,1
History,Books,2022-12-20,5,801.57,1819,49598,False,1
Laptop,Electronics,2023-06-25,1,973.25,1819,49598,False,2
Yoga Mat,Sports & Outdoors,2022-11-12,4,276.45,1819,49598,False,1
Basketball,Sports & Outdoors,2023-06-18,1,24.06,4427,6765,True,0
Lamp,Home & Living,2023-05-21,3,931.46,4427,6765,True,2
Laptop,Electronics,2023-03-16,1,541.81,4427,6765,False,0
Sunglasses,Fashion,2023-05-06,5,136.43,4427,6765,True,1
Tennis Racket,Sports & Outdoors,2022-12-23,2,117.64,6536,86206,False,0
Shirt,Fashion,2023-05-11,4,218.5,1978,34287,True,1
Mystery Novel,Books,2023-04-24,1,513.35,1978,34287,True,0
Basketball,Sports & Outdoors,2023-08-10,4,242.18,1978,34287,True,1
Camping Tent,Sports & Outdoors,2023-09-04,5,149.47,1978,34287,True,1
Tennis Racket,Sports & Outdoors,2023-01-06,2,671.28,1978,34287,True,2
History,Books,2023-10-22,2,189.09,7952,49122,False,0
Mystery Novel,Books,2022-12-10,4,473.39,7952,49122,True,1
Dining Table,Home & Living,2023-05-14,4,181.07,3823,83578,False,1
Smartwatch,Electronics,2022-12-02,4,994.68,6356,33864,True,2
Shirt,Fashion,2023-06-24,5,866.07,6356,33864,False,1
Shampoo,Beauty & Health,2023-04-01,2,190.65,6356,33864,False,0
Science Fiction,Books,2023-07-25,5,424.88,6356,33864,False,1
Lipstick,Beauty & Health,2023-10-10,5,194.71,6356,33864,False,1
Basketball,Sports & Outdoors,2023-04-04,2,919.47,7400,63260,True,2
Camera,Electronics,2022-11-23,5,671.53,7400,63260,False,1
Yoga Mat,Sports & Outdoors,2023-01-09,2,900.76,8834,67939,True,2
Shoes,Fashion,2023-03-13,5,76.21,8834,67939,False,1
Handbag,Fashion,2022-12-21,4,612.68,8834,67939,True,1
Science Fiction,Books,2022-10-31,1,999.47,4273,50331,True,2
Shampoo,Beauty & Health,2022-11-12,5,247.12,4314,21882,False,1
Lipstick,Beauty & Health,2022-11-04,1,595.04,4314,21882,False,2
Cycling Helmet,Sports & Outdoors,2022-11-19,4,688.03,4314,21882,True,1
Body Lotion,Beauty & Health,2023-03-13,5,79.14,1923,74024,False,1
Laptop,Electronics,2023-08-21,3,851.6,1923,74024,True,2
Dress,Fashion,2023-10-21,3,601.18,1923,74024,True,2
Smartphone,Electronics,2023-05-20,4,934.72,1923,74024,False,2
Shirt,Fashion,2023-10-17,5,414.72,1923,74024,False,1
Bed,Home & Living,2022-12-02,2,640.33,7323,56479,True,2
Basketball,Sports & Outdoors,2023-07-08,2,730.94,7323,56479,True,2
Nail Polish,Beauty & Health,2023-02-27,5,622.69,7323,56479,False,1
Romance Novel,Books,2023-08-28,1,698.05,7323,56479,True,2
Camera,Electronics,2023-08-23,1,806.07,9542,78244,True,2
Tennis Racket,Sports & Outdoors,2023-03-08,2,220.22,9542,78244,True,0
Shoes,Fashion,2023-07-02,2,481.55,9542,78244,False,0
Biography,Books,2023-05-05,2,581.72,9542,78244,False,2
Dress,Fashion,2023-06-07,2,121.62,9542,78244,False,0
Cycling Helmet,Sports & Outdoors,2023-03-29,1,552.85,8544,81979,True,0
Cycling Helmet,Sports & Outdoors,2023-09-10,2,607.23,3631,35612,False,2
Mystery Novel,Books,2023-04-07,4,986.1,3631,35612,False,2
History,Books,2023-08-07,1,314.17,3631,35612,False,0
Laptop,Electronics,2023-05-31,4,520.99,6151,44520,True,1
Biography,Books,2023-08-01,2,517.27,6151,44520,False,0
Headphones,Electronics,2023-09-23,3,277.66,6151,44520,True,0
Nail Polish,Beauty & Health,2023-09-25,1,509.52,1693,18655,True,0
Camping Tent,Sports & Outdoors,2023-08-29,5,855.05,2223,69736,True,1
Shoes,Fashion,2023-02-02,5,716.48,7070,95091,False,1
Smartwatch,Electronics,2023-01-10,5,432.57,7070,95091,False,1
Camping Tent,Sports & Outdoors,2023-07-02,3,364.65,7070,95091,True,0
Mystery Novel,Books,2023-08-21,1,946.38,1526,69059,True,2
Yoga Mat,Sports & Outdoors,2023-05-27,1,265.76,3029,76922,True,0
Camera,Electronics,2023-06-05,1,880.62,3029,76922,False,2
Bed,Home & Living,2023-10-11,1,68.76,3029,76922,False,0
Biography,Books,2023-02-18,1,904.22,3029,76922,False,2
Camera,Electronics,2023-01-16,4,981.48,3029,76922,True,2
Basketball,Sports & Outdoors,2023-01-22,3,572.71,2263,97922,False,2
Laptop,Electronics,2023-07-24,5,608.03,2263,97922,False,1
Laptop,Electronics,2022-12-19,3,965.13,2263,97922,True,2
Handbag,Fashion,2023-06-16,1,982.59,2263,97922,True,2
Tennis Racket,Sports & Outdoors,2023-10-28,3,53.3,2263,97922,False,0
Smartwatch,Electronics,2022-12-07,3,75.44,3745,34072,False,0
Shoes,Fashion,2023-02-07,4,474.09,8222,51936,False,1
Smartphone,Electronics,2023-06-19,3,45.35,9884,3532,False,0
Sunglasses,Fashion,2023-03-11,5,771.03,9884,3532,True,1
Body Lotion,Beauty & Health,2022-11-28,2,39.79,9884,3532,True,0
Dress,Fashion,2023-02-23,4,18.36,9884,3532,True,1
Science Fiction,Books,2023-04-26,1,355.71,9884,3532,False,0
Headphones,Electronics,2022-11-08,3,17.71,3575,44797,False,0
Mystery Novel,Books,2023-08-30,1,528.81,4215,702,True,0
Tennis Racket,Sports & Outdoors,2022-11-29,4,784.48,4215,702,False,2
Yoga Mat,Sports & Outdoors,2023-04-30,4,740.05,4215,702,False,1
History,Books,2023-05-18,2,361.73,4215,702,False,0
Laptop,Electronics,2023-09-28,3,139.21,1642,40837,True,0
Sunglasses,Fashion,2023-01-13,3,728.17,5309,91752,True,2
Lamp,Home & Living,2023-03-21,4,913.51,5309,91752,True,2
Nail Polish,Beauty & Health,2023-03-10,1,923.76,5309,91752,True,2
Yoga Mat,Sports & Outdoors,2023-05-20,2,430.88,5309,91752,False,0
History,Books,2023-08-09,2,297.85,2989,5820,True,0
Body Lotion,Beauty & Health,2023-08-20,2,299.24,2989,5820,False,0
Romance Novel,Books,2023-07-13,4,609.35,2989,5820,True,1
Sunglasses,Fashion,2023-07-01,4,932.17,4223,59808,True,2
Nail Polish,Beauty & Health,2023-08-15,4,698.68,1200,85759,False,1
Yoga Mat,Sports & Outdoors,2023-10-28,3,679.13,1200,85759,True,2
Bed,Home & Living,2023-01-17,3,996.64,7376,51262,True,2
Lipstick,Beauty & Health,2023-06-14,2,647.55,7376,51262,False,2
Lamp,Home & Living,2023-01-17,5,959.07,7376,51262,True,1
Sofa,Home & Living,2023-10-28,1,425.32,9901,97204,True,0
Dining Table,Home & Living,2023-05-15,5,958.67,9901,97204,True,1
Handbag,Fashion,2023-06-08,2,599.83,9901,97204,False,2
Laptop,Electronics,2023-05-06,4,440.51,4290,76839,True,1
Yoga Mat,Sports & Outdoors,2023-02-17,5,341.15,4966,60079,False,1
Smartphone,Electronics,2023-10-20,2,179.22,4966,60079,False,0
Cookware,Home & Living,2022-12-27,2,731.22,8424,72818,False,2
Handbag,Fashion,2023-06-10,4,615.82,4935,4563,False,1
Camping Tent,Sports & Outdoors,2022-12-11,5,492.25,4935,4563,True,1
Biography,Books,2023-01-13,2,117.2,5644,72017,True,0
Cycling Helmet,Sports & Outdoors,2023-04-20,1,500.27,5644,72017,False,0
Shoes,Fashion,2023-01-15,4,619.03,5644,72017,True,1
Headphones,Electronics,2023-09-18,2,781.0,5644,72017,False,2
Cycling Helmet,Sports & Outdoors,2023-05-03,5,901.46,3179,23241,True,1
Body Lotion,Beauty & Health,2023-03-12,4,990.8,3179,23241,False,2
Handbag,Fashion,2023-03-11,4,910.79,2608,60297,True,2
Cookware,Home & Living,2022-11-19,4,942.17,2608,60297,False,2
Lamp,Home & Living,2023-03-12,5,869.7,2608,60297,False,1
Tennis Racket,Sports & Outdoors,2022-12-31,5,441.56,2608,60297,True,1
Handbag,Fashion,2023-10-26,2,262.35,2608,60297,False,0
Mystery Novel,Books,2022-12-31,2,129.4,9941,54274,False,0
History,Books,2023-05-29,4,198.75,9941,54274,True,1
Shirt,Fashion,2023-05-13,4,252.31,9941,54274,False,1
Science Fiction,Books,2023-02-19,1,964.99,9941,54274,True,2
Laptop,Electronics,2023-10-04,1,389.35,9811,63908,True,0
Handbag,Fashion,2023-06-18,5,282.52,9811,63908,True,1
Yoga Mat,Sports & Outdoors,2023-07-15,1,757.99,4866,15640,True,2
Science Fiction,Books,2023-10-01,5,207.7,4866,15640,False,1
Laptop,Electronics,2023-09-06,2,182.42,4866,15640,False,0
Smartphone,Electronics,2022-12-10,3,402.77,4866,15640,True,0
Dining Table,Home & Living,2023-09-02,2,735.21,3960,85210,True,2
Laptop,Electronics,2022-12-10,3,810.12,3960,85210,True,2
Sunglasses,Fashion,2023-03-16,1,347.32,3960,85210,True,0
Bed,Home & Living,2022-10-31,2,613.42,3960,85210,False,2
Tennis Racket,Sports & Outdoors,2023-02-17,5,606.12,3960,85210,False,1
Body Lotion,Beauty & Health,2023-03-27,3,136.47,5661,18429,False,0
Headphones,Electronics,2022-12-26,2,365.9,5661,18429,True,0
Sunglasses,Fashion,2022-12-19,2,700.91,5661,18429,False,2
Dining Table,Home & Living,2023-09-13,1,850.66,5661,18429,True,2
Headphones,Electronics,2023-09-27,4,51.54,5661,18429,True,1
History,Books,2023-10-03,1,905.69,7053,55302,True,2
Shoes,Fashion,2023-04-20,1,815.65,7053,55302,True,2
Camera,Electronics,2023-05-10,5,88.98,5664,49836,True,1
Laptop,Electronics,2023-01-29,2,298.66,5664,49836,False,0
Headphones,Electronics,2023-02-23,4,715.68,7768,25903,True,1
Headphones,Electronics,2023-08-14,2,410.6,7885,40106,True,0
Dress,Fashion,2023-07-15,2,731.52,7885,40106,True,2
History,Books,2023-04-27,4,420.59,7885,40106,False,1
Camping Tent,Sports & Outdoors,2023-04-26,3,649.43,7885,40106,False,2
Romance Novel,Books,2023-05-31,2,675.2,7885,40106,False,2
Lamp,Home & Living,2023-03-01,5,98.69,3720,43300,True,1
Science Fiction,Books,2023-02-17,3,29.88,3720,43300,False,0
Cookware,Home & Living,2023-01-08,2,11.64,8400,44969,True,0
Shirt,Fashion,2022-12-01,2,43.6,8400,44969,True,0
Basketball,Sports & Outdoors,2023-06-04,4,100.96,8400,44969,True,1
Shampoo,Beauty & Health,2023-02-17,2,137.88,8400,44969,False,0
Handbag,Fashion,2022-12-02,2,965.2,8400,44969,False,2
Sofa,Home & Living,2023-01-30,5,221.08,7385,63158,False,1
Basketball,Sports & Outdoors,2023-02-07,2,343.89,7385,63158,False,0
Basketball,Sports & Outdoors,2023-04-24,2,551.16,7385,63158,True,2
Shirt,Fashion,2023-08-08,5,244.4,7385,63158,True,1
Sofa,Home & Living,2023-02-15,2,998.39,7385,63158,False,2
Basketball,Sports & Outdoors,2023-01-30,3,78.65,4343,53342,True,0
Smartwatch,Electronics,2023-09-14,3,307.91,4343,53342,True,0
Lamp,Home & Living,2022-11-01,2,59.49,4343,53342,False,0
Smartphone,Electronics,2023-06-12,2,233.1,5637,76061,True,0
History,Books,2023-09-11,1,472.0,5637,76061,False,0
Shampoo,Beauty & Health,2023-08-31,4,276.24,5637,76061,False,1
Nail Polish,Beauty & Health,2023-03-10,3,300.68,4270,15389,True,0
Lamp,Home & Living,2023-08-05,2,419.39,4270,15389,False,0
Basketball,Sports & Outdoors,2023-04-01,5,610.43,9028,19636,True,1
Sunglasses,Fashion,2023-06-28,5,742.78,9028,19636,False,1
Perfume,Beauty & Health,2023-06-12,4,163.3,2987,78069,True,1
Biography,Books,2023-02-01,1,295.52,8468,50315,False,0
Camera,Electronics,2023-09-30,4,759.53,8468,50315,True,1
Smartwatch,Electronics,2023-01-09,3,237.02,8468,50315,True,0
Laptop,Electronics,2023-01-27,5,230.77,8468,50315,False,1
Perfume,Beauty & Health,2022-12-22,2,234.68,8468,50315,True,0
Headphones,Electronics,2023-01-25,2,546.03,1076,38881,True,2
Handbag,Fashion,2022-11-07,3,796.81,1076,38881,True,2
Romance Novel,Books,2022-12-30,2,579.13,1076,38881,False,2
Sunglasses,Fashion,2023-01-18,1,918.16,8636,93369,False,2
Shoes,Fashion,2023-03-30,2,578.86,8636,93369,True,2
Cycling Helmet,Sports & Outdoors,2023-02-15,2,629.5,8636,93369,True,2
Cycling Helmet,Sports & Outdoors,2022-11-21,1,147.12,8636,93369,False,0
Body Lotion,Beauty & Health,2023-06-09,5,851.88,3065,59647,False,1
Lipstick,Beauty & Health,2023-06-17,1,509.2,6661,87669,False,0
Biography,Books,2023-01-14,3,305.36,6661,87669,True,0
Sofa,Home & Living,2023-09-29,2,631.93,1065,12191,False,2
Nail Polish,Beauty & Health,2023-10-29,1,487.68,1065,12191,True,0
Shoes,Fashion,2023-09-26,4,478.36,1065,12191,False,1
Perfume,Beauty & Health,2023-07-23,3,886.62,1065,12191,False,2
Handbag,Fashion,2023-06-17,4,814.26,6580,24329,True,2
Romance Novel,Books,2022-11-19,2,806.02,6580,24329,True,2
Perfume,Beauty & Health,2023-10-13,3,523.56,6580,24329,False,2
Dining Table,Home & Living,2023-06-23,2,150.3,6580,24329,False,0
Smartphone,Electronics,2023-10-11,1,55.28,9808,76208,False,0
Dress,Fashion,2023-09-09,3,710.38,9808,76208,True,2
Smartphone,Electronics,2023-03-19,5,172.44,5676,31857,True,1
Yoga Mat,Sports & Outdoors,2023-10-27,3,926.53,9454,23602,False,2
Dress,Fashion,2023-02-08,4,592.29,9454,23602,True,1
Shoes,Fashion,2022-11-10,2,973.63,9454,23602,True,2
Dress,Fashion,2023-06-28,5,440.91,3422,9053,True,1
Dress,Fashion,2022-11-15,3,453.33,3422,9053,True,0
Biography,Books,2022-12-28,4,971.11,9165,62539,True,2
Sunglasses,Fashion,2022-11-01,4,318.12,6229,72971,True,1
Shoes,Fashion,2023-08-10,5,542.73,6229,72971,True,1
Laptop,Electronics,2023-05-08,3,832.07,6229,72971,False,2
Lipstick,Beauty & Health,2023-08-01,2,644.83,6229,72971,False,2
Body Lotion,Beauty & Health,2023-05-31,4,965.76,6229,72971,False,2
Basketball,Sports & Outdoors,2023-05-12,5,201.68,6122,84539,True,1
Nail Polish,Beauty & Health,2022-12-23,3,478.86,6122,84539,False,0
Lamp,Home & Living,2022-11-07,2,298.13,6122,84539,True,0
Handbag,Fashion,2023-07-13,2,48.63,6503,49349,False,0
Nail Polish,Beauty & Health,2023-10-04,5,784.43,6503,49349,False,1
Sofa,Home & Living,2022-11-29,2,31.79,6503,49349,False,0
Perfume,Beauty & Health,2023-05-26,5,366.77,1463,41829,False,1
Headphones,Electronics,2023-06-24,1,850.67,6777,31993,False,2
Shampoo,Beauty & Health,2023-08-30,4,92.29,6777,31993,False,1
Perfume,Beauty & Health,2023-10-21,1,787.89,6777,31993,False,2
Laptop,Electronics,2023-10-06,5,639.56,4798,54467,True,1
Shampoo,Beauty & Health,2022-12-06,4,635.22,4798,54467,False,1
Perfume,Beauty & Health,2023-08-10,2,316.83,4798,54467,True,0
Biography,Books,2023-06-12,3,426.81,7339,96385,False,0
Smartwatch,Electronics,2022-12-19,4,10.79,7339,96385,False,1
Shampoo,Beauty & Health,2023-08-29,5,195.92,7339,96385,True,1
Lipstick,Beauty & Health,2023-01-28,4,764.27,6988,82250,True,1
Camping Tent,Sports & Outdoors,2023-09-06,1,442.33,6988,82250,False,0
Camping Tent,Sports & Outdoors,2023-01-01,5,639.0,6988,82250,True,1
Dining Table,Home & Living,2023-01-29,4,800.46,6988,82250,False,2
Lamp,Home & Living,2023-08-07,5,780.69,6988,82250,True,1
Smartwatch,Electronics,2022-11-28,5,692.39,4027,68062,True,1
Shirt,Fashion,2023-09-27,1,574.54,4027,68062,False,2
Lamp,Home & Living,2023-09-13,3,95.42,4027,68062,True,0
Body Lotion,Beauty & Health,2023-02-16,4,284.34,3509,31235,True,1
Body Lotion,Beauty & Health,2023-08-08,4,409.4,6195,10570,True,1
Laptop,Electronics,2023-09-03,3,499.35,6195,10570,False,0
Laptop,Electronics,2023-06-12,3,984.23,6018,48289,True,2
Bed,Home & Living,2023-07-20,3,226.65,6018,48289,True,0
Shoes,Fashion,2023-10-07,4,316.1,6271,76873,False,1
Smartphone,Electronics,2023-06-08,1,450.01,2937,59144,False,0
Cookware,Home & Living,2023-04-28,3,978.27,2937,59144,True,2
Bed,Home & Living,2023-06-04,3,829.45,4785,41279,False,2
Sunglasses,Fashion,2023-04-05,2,316.92,4785,41279,False,0
Laptop,Electronics,2023-04-12,2,598.53,4785,41279,False,2
Camping Tent,Sports & Outdoors,2023-02-11,5,803.91,4785,41279,True,1
Cookware,Home & Living,2022-11-02,4,42.48,6658,95729,False,1
Sofa,Home & Living,2022-11-20,1,929.68,6658,95729,True,2
Handbag,Fashion,2023-10-28,5,973.17,6658,95729,False,1
